Iteration	Posterior	Likelihood	Prior	lambda	rate[1]	rate[2]	tr[1]	tr[2]	word_rate_mult[1]	word_rate_mult[2]	word_rate_mult[3]	word_rate_mult[4]	word_rate_mult[5]	word_rate_mult[6]	word_rate_mult[7]	word_rate_mult[8]	word_rate_mult[9]	word_rate_mult[10]	word_rate_mult[11]
605	-636.9653	-620.0595	-16.90575	0.007595133	0.960644	0.039356	0.5	0.5	0.0307913	0.0234746	0.079498	10.6144	0.0196595	0.0210213	0.0471478	0.0276805	0.0455468	0.0554901	0.0352768
610	-638.025	-621.9518	-16.07329	0.006220302	0.970333	0.0296666	0.5	0.5	0.0306453	0.0233633	0.0791212	10.5641	0.0195664	0.0209217	0.0990657	0.0275493	0.0453309	0.0552271	0.0351096
615	-641.2818	-625.2828	-15.99898	0.008351333	0.972383	0.0276169	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
620	-641.0962	-625.217	-15.87913	0.007152821	0.975433	0.0245671	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
625	-636.6241	-620.7573	-15.8668	0.007029581	0.972735	0.0272654	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
630	-642.0445	-626.2666	-15.77782	0.006139766	0.976564	0.0234356	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
635	-656.2272	-640.3269	-15.90029	0.007364484	0.967382	0.0326178	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
640	-641.6662	-625.7009	-15.9653	0.008014587	0.962763	0.0372373	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
645	-639.789	-623.8028	-15.98621	0.008223683	0.963484	0.0365165	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
650	-644.0564	-628.0683	-15.98801	0.008241708	0.973979	0.0260211	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
655	-645.0576	-628.9461	-16.11147	0.009476295	0.972904	0.0270964	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
660	-636.9971	-621.0942	-15.90288	0.007390368	0.977036	0.0229642	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
665	-647.2944	-631.4955	-15.79892	0.006350758	0.948706	0.0512944	0.5	0.5	0.0315427	0.0240474	0.0814381	10.5513	0.0201393	0.0215343	0.101967	0.028356	0.0466583	0.0568443	0.0361377
670	-641.5247	-629.312	-12.21267	0.005710191	0.965287	0.0347128	0.5	0.5	0.0437097	0.0333233	0.112851	10.3575	0.0279077	0.0298408	0.141298	0.0392938	0.0854155	0.0787709	0.0500771
675	-648.5778	-636.3042	-12.27354	0.006318804	0.956609	0.0433907	0.5	0.5	0.0437097	0.0333233	0.112851	10.3575	0.0279077	0.0298408	0.141298	0.0392938	0.0854155	0.0787709	0.0500771
680	-638.7261	-626.4429	-12.28314	0.004983848	0.972011	0.0279885	0.5	0.5	0.0437279	0.0287603	0.112898	10.3618	0.0279193	0.0298532	0.141357	0.0393101	0.085451	0.0788037	0.050098
685	-637.2341	-624.8262	-12.40794	0.006231861	0.974157	0.0258431	0.5	0.5	0.0437279	0.0287603	0.112898	10.3618	0.0279193	0.0298532	0.141357	0.0393101	0.085451	0.0788037	0.050098
690	-633.3041	-620.9438	-12.36025	0.005754958	0.978656	0.0213436	0.5	0.5	0.0437279	0.0287603	0.112898	10.3618	0.0279193	0.0298532	0.141357	0.0393101	0.085451	0.0788037	0.050098
695	-645.6622	-633.3869	-12.27532	0.004905593	0.9562	0.0437999	0.5	0.5	0.0437279	0.0287603	0.112898	10.3618	0.0279193	0.0298532	0.141357	0.0393101	0.085451	0.0788037	0.050098
700	-645.4188	-633.1306	-12.28815	0.005033955	0.974492	0.0255079	0.5	0.5	0.0437279	0.0287603	0.112898	10.3618	0.0279193	0.0298532	0.141357	0.0393101	0.085451	0.0788037	0.050098
705	-660.1247	-648.3119	-11.81282	0.003542078	0.96932	0.0306805	0.5	0.5	0.0437443	0.0287711	0.0817505	10.3657	0.0279297	0.0569334	0.14141	0.0393248	0.085483	0.0788332	0.0501167
710	-654.5493	-650.4708	-4.078486	0.004274779	0.9595	0.0404995	0.5	0.5	0.0962305	0.0632918	0.179838	9.60465	0.061441	0.125244	0.31108	0.0865085	0.188049	0.173421	0.110249
715	-630.6031	-626.728	-3.875095	0.002240863	0.962821	0.0371786	0.5	0.5	0.0962305	0.0632918	0.179838	9.60465	0.061441	0.125244	0.31108	0.0865085	0.188049	0.173421	0.110249
720	-624.0965	-620.1843	-3.912155	0.00261147	0.966752	0.0332477	0.5	0.5	0.0962305	0.0632918	0.179838	9.60465	0.061441	0.125244	0.31108	0.0865085	0.188049	0.173421	0.110249
725	-637.4498	-633.5991	-3.850759	0.001997507	0.974225	0.0257749	0.5	0.5	0.0962305	0.0632918	0.179838	9.60465	0.061441	0.125244	0.31108	0.0865085	0.188049	0.173421	0.110249
730	-633.916	-629.9992	-3.916774	0.002657658	0.972265	0.0277353	0.5	0.5	0.0962305	0.0632918	0.179838	9.60465	0.061441	0.125244	0.31108	0.0865085	0.188049	0.173421	0.110249
735	-629.4739	-627.9416	-1.53226	0.00228495	0.954144	0.0458561	0.5	0.5	0.122177	0.0803567	0.228327	9.22843	0.078007	0.159013	0.394954	0.109833	0.238752	0.220179	0.139975
740	-630.2347	-628.7444	-1.490255	0.001864904	0.939549	0.0604512	0.5	0.5	0.122177	0.0803567	0.228327	9.22843	0.078007	0.159013	0.394954	0.109833	0.238752	0.220179	0.139975
745	-625.7448	-623.4198	-2.325	0.002257285	0.979926	0.020074	0.5	0.5	0.122671	0.0806819	0.229251	9.26577	0.0338152	0.159657	0.396552	0.110278	0.239718	0.22107	0.140541
750	-637.2452	-635.0166	-2.228578	0.001626478	0.966206	0.0337945	0.5	0.5	0.122415	0.0805138	0.228773	9.24647	0.0337448	0.159324	0.418633	0.110048	0.239218	0.220609	0.140248
755	-617.4727	-621.2938	3.82105	0.001214015	0.980399	0.0196006	0.5	0.5	0.227233	0.149454	0.42466	7.74502	0.0626388	0.295745	0.777087	0.204276	0.444049	0.409506	0.260336
760	-612.8705	-616.7165	3.846019	0.000964329	0.977856	0.0221436	0.5	0.5	0.227233	0.149454	0.42466	7.74502	0.0626388	0.295745	0.777087	0.204276	0.444049	0.409506	0.260336
765	-616.1013	-619.5097	3.408456	0.001128445	0.967741	0.0322595	0.5	0.5	0.237093	0.155939	0.443087	8.08109	0.0653568	0.308578	0.333497	0.21314	0.463317	0.427275	0.271632
770	-615.6686	-628.3142	12.64556	0.001128445	0.990534	0.00946557	0.5	0.5	0.634251	0.417153	1.96986	2.1051	0.174836	0.82548	0.89214	0.570173	1.23942	1.44494	0.726645
775	-555.5987	-566.1343	10.53561	0.0006098723	0.994554	0.00544561	0.5	0.5	0.538991	0.3545	0.621969	0.119663	0.148577	0.701499	2.44153	1.60787	1.05327	2.67652	0.735603
780	-556.1323	-566.8357	10.70341	0.0004540687	0.99124	0.00875961	0.5	0.5	0.573645	0.377292	0.661957	0.127357	0.15813	0.746601	2.59851	1.00402	1.12099	2.84861	0.782898
785	-561.8114	-573.1764	11.36499	0.0004753968	0.990288	0.00971212	0.5	0.5	0.56219	0.369758	1.4021	0.168283	0.142646	0.731693	0.824957	1.59849	1.09861	2.77595	1.32533
790	-557.051	-568.4341	11.38309	0.0004737981	0.989883	0.0101165	0.5	0.5	0.559333	0.367879	1.39497	0.167428	0.141921	0.783877	0.820765	1.59036	1.09302	2.76184	1.3186
795	-548.1982	-559.456	11.2578	0.0003817339	0.982698	0.0173019	0.5	0.5	0.557006	0.366349	1.38917	0.166731	0.141331	0.780616	1.78209	0.664764	1.08848	2.75035	1.31311
800	-553.2173	-565.6244	12.40713	0.0003817339	0.966733	0.0332669	0.5	0.5	1.01796	0.464846	0.948548	0.211559	0.17933	0.990495	2.26123	0.843494	1.38113	1.03525	1.66616
805	-552.5334	-564.9692	12.43585	0.0002538665	0.960018	0.0399816	0.5	0.5	0.972474	0.444074	0.906161	0.202105	0.171316	1.15558	1.64771	0.805801	1.31941	1.78367	1.5917
810	-555.4566	-567.752	12.29535	0.0003555185	0.980536	0.0194636	0.5	0.5	1.04271	0.433616	1.47657	0.197346	0.167282	0.702516	1.60891	0.786826	1.28834	1.74167	1.55422
815	-549.6714	-562.0256	12.35416	0.0003555185	0.986037	0.0139628	0.5	0.5	1.06308	0.442089	1.29049	0.201202	0.17055	0.716243	1.64034	0.8022	1.31351	1.7757	1.58459
820	-551.987	-564.3077	12.32069	0.0003528988	0.984838	0.0151615	0.5	0.5	1.05103	0.437077	1.27586	0.198921	0.168617	0.708122	1.62174	0.793104	1.42333	1.75557	1.56662
825	-555.8351	-568.1489	12.31388	0.0003422896	0.982029	0.0179711	0.5	0.5	1.10405	0.459125	0.669834	0.208955	0.177122	0.859338	1.70355	0.833112	1.49513	1.84413	1.64565
830	-551.1306	-563.0573	11.92677	0.0004484757	0.988415	0.0115854	0.5	0.5	1.03483	0.430338	0.627837	0.195854	0.166017	0.805459	1.59674	0.780878	1.40139	2.41818	1.54247
835	-545.6894	-557.9547	12.26534	0.0004425902	0.985177	0.014823	0.5	0.5	1.07393	0.4466	1.16961	0.203255	0.17229	0.60209	1.65708	0.810385	1.45435	1.80966	1.60076
840	-554.2791	-566.4462	12.1671	0.0002979447	0.946306	0.0536942	0.5	0.5	1.59282	0.464701	1.35174	0.211493	0.179274	0.577166	1.72424	0.843231	1.51329	1.883	0.659029
845	-557.5827	-569.8538	12.27105	0.0003443891	0.969158	0.0308417	0.5	0.5	1.54389	0.444284	1.29235	0.202201	0.171397	0.9669	1.69564	0.806184	1.44681	1.80027	0.630074
850	-552.7253	-565.0901	12.36476	0.0002836759	0.978091	0.0219089	0.5	0.5	1.61816	0.465658	1.35453	0.211929	0.179643	1.01342	1.77721	0.844968	0.987213	1.88688	0.660386
855	-548.3293	-560.7331	12.40382	0.0003460075	0.971855	0.028145	0.5	0.5	1.65535	0.47636	1.14412	0.216799	0.183771	1.03671	1.81805	0.85313	1.0099	1.93025	0.675563
860	-551.1211	-563.3532	12.23212	0.0003460075	0.978852	0.0211478	0.5	0.5	1.6027	0.461207	1.64317	0.209903	0.177926	1.00373	1.76022	0.825994	0.792222	1.86885	0.654074
865	-551.304	-563.7506	12.44662	0.0004185647	0.986237	0.0137626	0.5	0.5	1.47195	1.05743	1.50912	0.192779	0.16341	0.845049	1.81233	0.758607	0.727591	1.71638	0.745351
870	-556.2629	-568.665	12.40207	0.0002925016	0.97227	0.0277299	0.5	0.5	1.40803	1.01151	1.62302	0.184407	0.156314	1.10659	1.73363	0.725665	0.695995	1.64185	0.712984
875	-557.994	-571.2957	13.30166	0.0004522076	0.981825	0.018175	0.5	0.5	1.40308	1.00796	0.929916	0.558628	0.155765	1.10271	1.72754	1.0743	0.693549	1.63608	0.710479
880	-555.2926	-567.847	12.55443	0.000555337	0.992152	0.00784779	0.5	0.5	1.20921	0.604127	2.00882	0.481442	0.134243	0.950344	1.48885	0.925865	0.597721	1.98706	0.612312
885	-546.98	-559.5576	12.57761	0.0003708251	0.982825	0.0171754	0.5	0.5	1.20838	0.603711	2.00744	0.481111	0.13415	0.949691	1.48782	0.925228	0.59731	1.98569	0.619457
890	-550.3839	-563.1758	12.79193	0.000347615	0.981251	0.0187485	0.5	0.5	1.34171	0.670319	0.629986	0.534192	0.148951	1.18162	1.83963	1.02237	0.738636	2.20478	0.687803
895	-553.5926	-566.0479	12.4553	0.0004031171	0.984363	0.0156365	0.5	0.5	1.13584	0.577227	0.542495	0.460005	0.250285	1.11988	1.71398	0.880387	0.636056	3.09158	0.592282
900	-544.1267	-556.6177	12.49101	0.0003131142	0.977334	0.0226658	0.5	0.5	1.02789	0.52237	1.39469	0.362524	0.226499	1.01345	1.55109	0.992116	0.575608	2.79777	0.535994
905	-548.8527	-562.1576	13.30496	0.0003702936	0.975667	0.0243334	0.5	0.5	1.23183	0.595405	1.67141	0.434452	0.271438	1.21453	1.85884	0.836149	0.689813	1.5538	0.64234
910	-547.6137	-560.4542	12.84055	0.0003038723	0.978078	0.0219216	0.5	0.5	1.12699	0.544727	1.53567	0.397473	0.248334	1.11115	1.70062	0.76498	0.6311	2.3513	0.587667
915	-556.0171	-568.6877	12.67065	0.0002451128	0.981491	0.0185086	0.5	0.5	1.03452	0.500035	1.40967	0.364863	0.22796	1.01999	1.87732	0.467109	0.652699	2.15839	1.28745
920	-552.3558	-564.8599	12.50405	0.0003042419	0.976845	0.0231554	0.5	0.5	1.11783	0.540299	1.52318	0.394242	0.246316	1.10212	2.02849	0.504722	0.705256	2.33218	0.505364
925	-546.8072	-559.217	12.40977	0.0003951682	0.981137	0.0188626	0.5	0.5	0.654861	0.555983	1.59611	0.413118	0.258109	1.15489	2.12561	0.528887	0.739023	2.44385	0.52956
930	-564.2637	-576.6394	12.37571	0.0004702234	0.977478	0.0225223	0.5	0.5	0.612754	0.520234	1.49348	0.386555	0.241513	1.08063	1.98894	0.494881	1.39879	2.28671	0.49551
935	-569.1763	-582.0264	12.85017	0.0004421629	0.970775	0.0292253	0.5	0.5	0.648731	0.550779	1.58117	0.409251	0.255693	1.14408	0.792138	1.19167	1.48091	2.42097	0.524603
940	-564.3017	-576.3438	12.04214	0.0003438107	0.96919	0.0308104	0.5	0.5	0.483769	0.410725	1.17911	0.305185	0.369524	0.921599	3.14054	0.888645	1.10434	1.80536	0.391205
945	-564.6163	-576.6554	12.03909	0.0003742799	0.976024	0.0239756	0.5	0.5	0.483769	0.410725	1.17911	0.305185	0.369524	0.921599	3.14054	0.888645	1.10434	1.80536	0.391205
950	-555.3642	-568.4478	13.08366	0.0003742799	0.979404	0.0205963	0.5	0.5	0.757453	0.643085	1.09938	0.477839	0.578576	0.575305	1.21301	0.487019	1.7291	2.82671	0.612522
955	-547.829	-561.7199	13.8909	0.0002687725	0.965678	0.0343222	0.5	0.5	0.938847	0.755041	1.29078	0.561027	0.455738	0.865883	1.42418	0.571805	2.03013	1.38741	0.719158
960	-544.8143	-559.07	14.25571	0.0002237599	0.972567	0.027433	0.5	0.5	1.20099	0.829651	1.41833	0.616465	0.500772	0.951445	1.56491	0.628308	0.974402	1.52451	0.790222
965	-558.7628	-573.0972	14.33443	0.0002689025	0.964818	0.0351816	0.5	0.5	1.14176	0.788739	1.09915	0.586066	0.476078	0.904528	1.48774	1.38899	0.926352	1.44933	0.751254
970	-545.3522	-559.3546	14.00238	0.0003002509	0.97111	0.0288899	0.5	0.5	1.17905	0.814494	1.13504	0.320357	0.491623	0.934063	1.45248	1.43435	0.966101	1.49666	0.775785
975	-550.4574	-564.7385	14.28111	0.0003052242	0.966462	0.0335376	0.5	0.5	1.16632	0.805704	1.12279	0.495745	0.486318	0.923983	1.43681	1.29755	0.955675	1.54169	0.767413
980	-552.3994	-566.5984	14.19904	0.0003190573	0.967758	0.0322417	0.5	0.5	1.11126	0.767666	1.06978	0.47234	0.463358	0.880361	1.36898	1.23629	1.42988	1.4689	0.731182
985	-548.8066	-563.0108	14.20416	0.0002678308	0.964347	0.0356531	0.5	0.5	1.11126	0.767666	1.06978	0.47234	0.463358	0.880361	1.36898	1.23629	1.42988	1.4689	0.731182
990	-545.1022	-559.161	14.05884	0.0002430903	0.964248	0.0357519	0.5	0.5	1.09536	0.663146	1.06638	0.470836	0.461882	0.877557	1.75298	1.04493	1.38451	1.46422	0.718196
995	-541.5667	-555.6635	14.09681	0.0002430903	0.96383	0.0361697	0.5	0.5	1.09176	0.660968	1.06288	0.50541	0.460366	0.874675	1.74723	1.0415	1.37997	1.45942	0.715838
1000	-548.3402	-562.6041	14.26394	0.0002691539	0.955663	0.0443368	0.5	0.5	1.14394	0.692556	1.11367	0.529563	0.482367	0.895826	1.34548	1.09127	1.44591	1.50937	0.750048
1005	-547.611	-561.7832	14.17216	0.0002691539	0.967968	0.032032	0.5	0.5	1.05556	0.6456	1.03816	0.493659	0.449662	1.22202	1.25426	1.38697	1.34788	1.40703	0.699194
1010	-554.2761	-567.6833	13.40716	0.0003476803	0.965736	0.0342643	0.5	0.5	0.901274	0.551237	1.09016	0.421504	0.383938	1.04341	1.07093	1.18425	1.15087	2.60544	0.596998
1015	-553.9188	-567.2675	13.34867	0.0002895617	0.960979	0.0390212	0.5	0.5	0.873932	0.534514	1.38934	0.408717	0.37229	1.01175	1.03844	1.14978	1.11596	2.5264	0.578887
1020	-549.4875	-562.6095	13.12197	0.0002802038	0.966931	0.0330688	0.5	0.5	1.26904	0.474489	1.23332	0.362818	0.330483	0.898135	1.66385	1.02066	0.990636	2.24269	0.513879
1025	-543.9139	-557.3261	13.41214	0.000277448	0.977946	0.0220537	0.5	0.5	1.20113	0.503692	1.30922	0.385148	0.350822	0.953411	1.76626	1.08348	1.0516	1.84974	0.545505
1030	-543.5171	-556.8899	13.37282	0.0003402456	0.982888	0.0171116	0.5	0.5	1.27373	0.496719	1.35414	0.379816	0.345966	0.940213	1.74181	1.06848	1.03705	1.82413	0.537954
1035	-540.6612	-554.0866	13.42542	0.0002936116	0.970128	0.0298717	0.5	0.5	1.15263	0.449494	1.22539	0.343705	0.313073	0.850822	1.5762	0.966893	0.93845	1.6507	1.53263
1040	-555.3374	-568.8456	13.50829	0.0002747655	0.963466	0.0365336	0.5	0.5	1.24744	0.486467	1.32619	0.371977	0.338825	0.920807	1.70585	1.04642	1.01564	1.78648	0.753892
1045	-549.0975	-562.6514	13.55387	0.0002549829	0.957672	0.0423284	0.5	0.5	1.24049	0.483754	1.31879	0.369903	0.336936	0.915672	1.79975	1.04059	1.43838	1.30604	0.749689
1050	-549.0687	-562.621	13.55239	0.0002697184	0.964375	0.0356247	0.5	0.5	1.24049	0.483754	1.31879	0.369903	0.336936	0.915672	1.79975	1.04059	1.43838	1.30604	0.749689
1055	-545.3911	-558.9335	13.54241	0.0003695417	0.977183	0.0228172	0.5	0.5	1.24049	0.483754	1.31879	0.369903	0.336936	0.915672	1.79975	1.04059	1.43838	1.30604	0.749689
1060	-549.1508	-562.4527	13.30187	0.00029307	0.970269	0.0297306	0.5	0.5	1.19096	0.464441	1.26614	0.355135	0.323484	0.879116	2.25641	0.999046	1.2916	1.2539	0.719759
1065	-548.1837	-561.2087	13.02503	0.000335864	0.977229	0.0227715	0.5	0.5	1.11847	0.436173	1.18908	0.33352	0.303795	0.953996	2.11907	0.938239	0.945547	1.98615	0.675951
1070	-549.6539	-563.1414	13.48752	0.0003157451	0.978515	0.0214845	0.5	0.5	1.381	0.53855	1.0907	0.411802	0.288104	1.17791	0.823809	1.15846	1.16748	2.12758	0.834607
1075	-549.9271	-563.4937	13.56659	0.0003079768	0.97445	0.0255495	0.5	0.5	0.947264	0.612211	1.08762	0.468127	0.32751	0.741946	0.936488	1.31691	1.19458	2.41859	0.948762
1080	-557.0175	-571.2077	14.19024	0.0004182749	0.972321	0.0276793	0.5	0.5	1.08683	0.702412	1.24786	0.5371	0.375764	0.851261	1.07447	1.51094	1.37058	1.15423	1.08855
1085	-555.9899	-569.6225	13.63255	0.0002496985	0.961393	0.0386068	0.5	0.5	1.31593	0.443193	1.00315	0.43177	0.505718	0.684322	0.945106	1.21463	1.2681	2.313	0.875077
1090	-543.6175	-557.25	13.63255	0.0002496985	0.966161	0.0338389	0.5	0.5	1.31593	0.443193	1.00315	0.43177	0.505718	0.684322	0.945106	1.21463	1.2681	2.313	0.875077
1095	-562.1581	-575.3346	13.17647	0.0002496985	0.971717	0.028283	0.5	0.5	1.15205	0.388002	0.878224	0.676663	0.44274	0.599103	0.827411	1.06337	1.11018	3.09615	0.766102
1100	-550.2505	-563.8836	13.63311	0.0002474934	0.964065	0.0359351	0.5	0.5	1.21824	0.410295	0.928683	0.715541	0.468178	0.633524	0.87495	0.989754	1.55842	2.39229	0.810118
1105	-551.1491	-564.7574	13.60823	0.0003014707	0.945847	0.054153	0.5	0.5	1.30193	0.406784	0.920737	0.709419	0.464173	0.628104	0.867464	0.981285	1.54509	2.37183	0.803187
1110	-553.023	-566.5558	13.53272	0.0003074294	0.961374	0.0386263	0.5	0.5	0.846766	0.433825	0.981942	0.567079	0.495028	0.669856	0.925127	1.04652	1.64779	2.52949	0.856578
1115	-551.5505	-564.5171	12.96666	0.0002553249	0.969007	0.0309934	0.5	0.5	0.734586	0.289952	2.12528	0.521113	0.429447	0.581114	0.802567	0.907873	1.4295	2.19438	0.984189
1120	-554.4878	-567.4527	12.9649	0.0002954859	0.958698	0.0413019	0.5	0.5	0.725912	0.286529	2.10018	0.51496	0.424376	0.574252	0.79309	0.897153	1.14691	2.16847	1.36816
1125	-550.584	-563.5573	12.97326	0.0002806735	0.964013	0.0359871	0.5	0.5	0.710203	0.280328	2.05474	0.503816	0.415192	0.644998	0.775927	0.877738	1.12209	2.12155	1.49342
1130	-554.3779	-567.7749	13.39705	0.0002885061	0.952528	0.0474724	0.5	0.5	0.790869	0.312168	0.925851	0.56104	0.46235	0.831128	0.864058	0.977433	1.24954	2.36251	1.66305
1135	-551.0652	-564.3636	13.29845	0.0002754498	0.963411	0.0365893	0.5	0.5	1.37637	0.302895	0.898347	0.544374	0.448616	0.806439	0.66884	0.835719	1.21242	2.29233	1.61364
1140	-552.9045	-566.4012	13.49664	0.0002972047	0.96154	0.0384598	0.5	0.5	1.38157	0.304039	0.90174	0.665456	0.45031	1.26405	0.671366	0.838875	1.2479	2.30099	0.973699
1145	-555.4832	-569.0592	13.57596	0.0002174569	0.975891	0.0241085	0.5	0.5	1.41373	0.316814	0.82996	0.612484	0.414465	1.16343	0.893154	0.772099	1.14857	2.11783	1.31747
1150	-548.4794	-562.0559	13.57655	0.0002973492	0.962383	0.0376172	0.5	0.5	1.38256	0.317545	0.831875	0.613897	0.415421	1.16612	0.895214	0.77388	1.16027	2.12271	1.32051
1155	-550.1013	-563.69	13.58862	0.0002092127	0.97542	0.02458	0.5	0.5	1.38561	0.318245	0.833708	0.61525	0.416336	1.14445	0.897186	0.775585	1.16283	2.12739	1.32342
1160	-552.2468	-565.8303	13.5835	0.000260434	0.963934	0.0360657	0.5	0.5	1.38561	0.318245	0.833708	0.61525	0.416336	1.14445	0.897186	0.775585	1.16283	2.12739	1.32342
1165	-556.17	-569.4754	13.30545	0.000303911	0.974912	0.0250877	0.5	0.5	1.31107	0.301126	0.788862	0.582155	0.393941	1.08289	0.848925	0.733866	0.980216	2.01296	1.96399
1170	-553.6839	-567.3711	13.68716	0.0002939611	0.94614	0.0538603	0.5	0.5	1.28766	0.704987	0.774777	0.57176	0.386907	1.06355	0.687127	0.654568	0.962715	1.97701	1.92893
1175	-560.9589	-574.5684	13.6095	0.0004353487	0.968759	0.0312412	0.5	0.5	1.23124	0.674094	0.740826	0.722969	0.369953	1.01695	0.657017	0.625885	0.920528	2.19614	1.8444
1180	-553.3899	-566.8245	13.43459	0.0002909243	0.983703	0.0162967	0.5	0.5	1.24522	0.681747	0.749237	0.731177	0.374153	0.540964	0.664476	0.632991	1.29362	2.22108	1.86534
1185	-552.5709	-565.8251	13.25421	0.0004275357	0.960968	0.0390317	0.5	0.5	1.07439	0.588221	0.646452	0.630869	0.322824	0.517305	1.58802	0.546153	1.55995	1.91637	1.60944
1190	-546.5588	-559.5519	12.99303	0.0003809891	0.967501	0.0324989	0.5	0.5	1.01844	0.557587	0.612785	0.598015	0.306012	0.490365	2.07818	0.51771	1.47871	1.81657	1.52562
1195	-550.0615	-563.0011	12.93967	0.0002640994	0.955406	0.0445938	0.5	0.5	0.951043	0.86096	0.582811	0.623938	0.15575	0.643519	1.97653	0.620361	1.40638	1.72771	1.451
1200	-541.9264	-555.0221	13.09562	0.0002705766	0.974523	0.0254769	0.5	0.5	0.981376	0.888419	0.601399	0.643837	0.160717	0.664044	1.68874	0.640146	1.45123	1.78282	1.49728
1205	-547.5669	-560.5933	13.0264	0.0002717756	0.967402	0.0325979	0.5	0.5	1.72362	0.765393	0.518118	0.55468	0.155722	1.19994	1.45488	0.5515	1.25027	1.53594	1.28994
1210	-569.1523	-581.9153	12.76294	0.0004839691	0.989819	0.0101808	0.5	0.5	1.66023	0.737242	0.441976	0.53428	0.149995	1.15581	1.53593	0.531217	1.20428	1.80654	1.24249
1215	-551.4759	-564.2139	12.73796	0.0002857882	0.976273	0.0237269	0.5	0.5	1.73558	0.770701	0.462034	0.558527	0.156802	0.709042	1.60564	0.555325	1.25894	1.88853	1.29888
1220	-557.8098	-570.4322	12.62238	0.0002857882	0.98018	0.0198199	0.5	0.5	2.03217	0.786723	0.47164	0.570138	0.160062	0.723782	1.63902	0.56687	0.795921	1.92779	1.32589
1225	-561.9272	-574.4063	12.47904	0.0002857882	0.960766	0.0392343	0.5	0.5	2.21292	0.856696	0.513588	0.38966	0.174298	0.788156	0.687339	0.617288	1.21699	2.09925	1.44381
1230	-561.7309	-575.6318	13.9009	0.0002829897	0.96555	0.0344496	0.5	0.5	1.60747	1.2466	0.747334	0.567003	0.253625	1.14686	1.00016	0.89823	1.00093	1.54986	0.981923
1235	-559.3385	-573.1857	13.84722	0.0003259771	0.970129	0.0298714	0.5	0.5	1.55989	1.2097	0.725212	0.538126	0.246118	1.11292	0.970556	0.871641	0.971297	1.50398	1.29057
1240	-558.4754	-572.3315	13.85618	0.0002363979	0.974311	0.0256887	0.5	0.5	1.55989	1.2097	0.725212	0.538126	0.246118	1.11292	0.970556	0.871641	0.971297	1.50398	1.29057
1245	-553.7549	-567.3206	13.56579	0.0002363979	0.980108	0.0198918	0.5	0.5	1.71584	0.295141	0.797716	0.591926	0.390452	1.22418	1.06759	0.958785	1.39776	1.68983	0.870783
1250	-562.8251	-576.3844	13.55929	0.0003014047	0.957621	0.0423793	0.5	0.5	1.71584	0.295141	0.797716	0.591926	0.390452	1.22418	1.06759	0.958785	1.39776	1.68983	0.870783
1255	-551.8987	-565.4592	13.5605	0.0003385009	0.963201	0.0367994	0.5	0.5	1.71773	0.295466	0.798594	0.592578	0.390882	1.22553	1.06876	0.95984	1.3993	1.67957	0.871742
1260	-541.6142	-555.7127	14.09848	0.0003284921	0.966812	0.0331881	0.5	0.5	1.59645	1.05129	0.742207	0.550737	0.363283	1.139	0.993302	0.892068	1.3005	1.56098	0.81019
1265	-550.6216	-564.6045	13.9829	0.0003031685	0.978411	0.0215888	0.5	0.5	1.48163	1.0261	0.724427	0.537544	0.35458	0.809402	1.55437	0.870698	1.32687	1.52359	0.790781
1270	-542.9754	-556.9355	13.96018	0.000251632	0.963238	0.036762	0.5	0.5	1.3674	0.946991	0.668574	0.496099	0.327242	0.898265	1.43453	0.803568	1.22457	1.40612	1.42664
1275	-551.2413	-565.3177	14.07641	0.0004086291	0.973262	0.0267382	0.5	0.5	1.35613	0.939191	1.20367	0.492013	0.324547	0.890866	1.42272	0.796949	1.15639	1.39454	1.02298
1280	-546.8324	-560.9316	14.09914	0.0002616868	0.961444	0.0385563	0.5	0.5	1.40359	0.97206	1.2458	0.509232	0.335905	0.922044	1.47251	0.82484	0.847078	1.40816	1.05878
