Iteration	Posterior	Likelihood	Prior	lambda	rate[1]	rate[2]	tr[1]	tr[2]	word_rate_mult[1]	word_rate_mult[2]	word_rate_mult[3]	word_rate_mult[4]	word_rate_mult[5]	word_rate_mult[6]	word_rate_mult[7]	word_rate_mult[8]	word_rate_mult[9]	word_rate_mult[10]	word_rate_mult[11]
1285	-554.1765	-568.2757	14.09914	0.0002616868	0.967612	0.0323885	0.5	0.5	1.40359	0.97206	1.2458	0.509232	0.335905	0.922044	1.47251	0.82484	0.847078	1.40816	1.05878
1290	-552.2632	-566.5521	14.28897	0.0002616868	0.971021	0.0289787	0.5	0.5	1.18631	0.97131	1.24484	0.733525	0.335646	0.921333	1.47137	0.824204	0.846425	1.40708	1.05796
1295	-557.5646	-571.8619	14.29728	0.0002641539	0.955525	0.0444754	0.5	0.5	1.18924	0.973715	1.24792	0.73534	0.336477	0.923614	1.44779	0.826244	0.848521	1.41056	1.06058
1300	-540.8816	-554.8268	13.94516	0.0002771485	0.972699	0.0273009	0.5	0.5	1.09107	0.893332	1.1449	0.674636	0.3087	0.847367	1.32827	0.84079	0.778473	2.11944	0.973028
1305	-552.6973	-564.5431	11.84574	0.0004111912	0.966425	0.033575	0.5	0.5	0.908404	0.614066	0.78699	0.463737	0.212197	0.58247	4.07348	0.577949	0.964463	1.14739	0.668848
1310	-544.9608	-558.2416	13.28077	0.0003711943	0.973509	0.0264908	0.5	0.5	1.07557	0.72707	0.931817	0.549077	0.251246	0.68966	2.50811	0.684307	1.43267	1.35854	0.791934
1315	-550.1113	-562.9531	12.84187	0.0003927056	0.965705	0.0342951	0.5	0.5	0.972735	0.657553	0.842723	0.496578	0.227224	0.62372	2.2683	0.618878	1.48802	2.08805	0.716214
1320	-574.1165	-587.3756	13.25904	0.0003898607	0.954807	0.0451932	0.5	0.5	1.0889	0.603789	0.943366	0.555882	0.25436	0.698208	1.3578	0.692788	1.66573	2.33742	0.801749
1325	-553.8573	-568.0522	14.19491	0.0003053387	0.960947	0.0390533	0.5	0.5	1.07934	0.598487	0.813649	0.551001	0.732813	0.692077	1.34588	1.01574	1.6511	1.7252	0.794709
1330	-552.8038	-566.8881	14.08431	0.0002811606	0.960947	0.0390533	0.5	0.5	1.26511	0.575989	0.783061	0.530287	0.705265	0.66606	1.29529	0.977556	1.77621	1.66034	0.764834
1335	-547.0106	-561.1619	14.15132	0.0002572341	0.954537	0.0454633	0.5	0.5	1.22962	0.559829	1.24969	0.515409	0.685478	0.647372	1.25895	0.950129	1.72638	1.43378	0.743375
1340	-549.2656	-563.407	14.14143	0.000289003	0.966905	0.0330951	0.5	0.5	1.29621	0.590149	1.31737	0.543324	0.722603	0.682434	0.974482	0.758472	1.81988	1.51143	0.783637
1345	-559.4313	-573.5727	14.14143	0.000289003	0.970774	0.0292263	0.5	0.5	1.29621	0.590149	1.31737	0.543324	0.722603	0.682434	0.974482	0.758472	1.81988	1.51143	0.783637
1350	-559.8248	-573.9607	14.13594	0.0003439408	0.964433	0.035567	0.5	0.5	1.29621	0.590149	1.31737	0.543324	0.722603	0.682434	0.974482	0.758472	1.81988	1.51143	0.783637
1355	-550.453	-564.8499	14.39689	0.0002625139	0.968392	0.0316083	0.5	0.5	1.38252	0.629444	1.40509	0.579501	0.770717	0.727874	1.03937	0.808974	1.33077	1.48993	0.835814
1360	-547.7138	-561.9576	14.24377	0.0002625139	0.957313	0.0426868	0.5	0.5	1.33454	0.607599	1.35633	0.55939	0.74397	0.702614	1.0033	0.780899	1.28459	1.81997	0.806808
1365	-554.379	-568.726	14.347	0.0002625139	0.97423	0.0257704	0.5	0.5	1.43674	0.654129	1.13107	0.602227	0.800943	0.756419	0.945043	0.8407	1.00479	1.95934	0.868593
1370	-547.8925	-562.0074	14.11484	0.000237018	0.960558	0.0394421	0.5	0.5	1.32552	0.603492	1.04352	0.555608	0.738941	0.697864	0.871886	0.775621	1.77853	1.80767	0.801355
1375	-547.7046	-561.6569	13.95226	0.0003096773	0.968445	0.0315554	0.5	0.5	1.15865	0.52752	1.01463	0.465837	0.645918	0.610012	1.21191	0.67798	1.55464	1.5801	1.5528
1380	-552.6367	-566.684	14.04731	0.0003862119	0.965465	0.0345355	0.5	0.5	1.12888	0.513963	0.988553	0.453865	0.629318	0.877034	1.18076	0.660556	1.51468	1.53949	1.5129
1385	-542.4107	-556.4644	14.05374	0.0003087698	0.964591	0.0354095	0.5	0.5	1.14273	0.52027	1.16221	0.459435	0.637041	0.887797	0.898733	0.668662	1.53327	1.55839	1.53146
1390	-537.9471	-551.7284	13.78131	0.0003500256	0.966695	0.0333051	0.5	0.5	0.987961	0.429511	1.00481	0.39721	0.550762	0.767556	2.02898	1.13543	1.32561	1.34732	1.02485
1395	-554.4742	-567.1128	12.63861	0.0004337623	0.984304	0.0156961	0.5	0.5	0.989014	0.429968	1.00588	0.397633	0.146871	0.768374	2.4239	1.13664	1.32702	1.34876	1.02594
1400	-542.6376	-555.2829	12.64539	0.0005291373	0.971392	0.0286084	0.5	0.5	0.994602	0.432398	1.01156	0.39988	0.147701	0.772716	2.41729	1.10122	1.33452	1.35638	1.03174
1405	-549.7717	-562.0625	12.29076	0.0003839281	0.985662	0.014338	0.5	0.5	1.01153	0.252492	1.02878	0.406688	0.150216	0.785871	2.45844	1.11996	1.35724	1.37947	1.0493
1410	-548.1857	-560.8152	12.62956	0.0003949933	0.983466	0.0165335	0.5	0.5	1.15911	0.289328	1.17887	0.298925	0.172131	0.900523	1.37939	1.28336	1.55525	1.58073	1.20239
1415	-549.1062	-561.8671	12.76099	0.0003949933	0.9849	0.0150995	0.5	0.5	1.25814	0.314048	1.2796	0.324465	0.186838	0.977463	0.821442	1.39301	1.4241	1.71578	1.30512
1420	-557.4444	-571.2215	13.77711	0.000433016	0.978734	0.021266	0.5	0.5	1.19091	0.840926	1.21122	1.06709	0.176854	0.92523	0.777546	0.981136	1.348	1.62409	0.856995
1425	-545.2998	-558.8667	13.56686	0.0003052354	0.966743	0.0332568	0.5	0.5	1.16615	0.608673	1.18604	1.04491	0.173177	0.771493	0.761381	1.5387	1.31998	1.59033	0.839179
1430	-566.4704	-579.8465	13.37615	0.0003665915	0.955172	0.0448276	0.5	0.5	1.12184	0.585546	1.14097	1.0052	0.166597	0.742179	0.732451	1.48023	1.26982	1.94786	0.807293
1435	-551.5686	-565.2365	13.66789	0.000358468	0.950736	0.0492639	0.5	0.5	1.1701	0.610736	1.18801	1.04845	0.173764	0.975926	0.76396	1.54391	1.32445	1.35867	0.842022
1440	-545.9124	-558.6879	12.77555	0.000285741	0.961147	0.0388531	0.5	0.5	0.995186	0.423391	1.01041	0.891717	0.147788	0.830036	2.80098	0.90232	1.12646	1.15557	0.716149
1445	-553.3845	-567.0814	13.69697	0.000285741	0.970022	0.0299782	0.5	0.5	1.19561	0.50866	1.36274	1.07131	0.177552	0.997203	1.00088	1.08404	1.35332	1.3883	0.86038
1450	-553.3541	-567.033	13.67886	0.000285741	0.967717	0.0322834	0.5	0.5	1.22476	0.521063	1.39597	1.09743	0.181881	0.814693	1.02529	1.0491	1.38632	1.42215	0.881357
1455	-553.7492	-568.0036	14.25435	0.0002662597	0.962712	0.0372876	0.5	0.5	1.24037	0.527703	1.41376	1.11141	0.465559	0.776012	1.03835	0.689988	1.40399	1.44027	0.892589
1460	-557.5992	-571.7887	14.18946	0.0002873219	0.976282	0.023718	0.5	0.5	1.20161	0.511213	1.2415	1.07668	0.451011	0.751763	1.47771	0.668428	1.36012	1.39526	0.864698
1465	-549.8558	-564.0513	14.19554	0.0002873219	0.968888	0.0311121	0.5	0.5	1.18655	0.85455	1.26538	1.06318	0.445355	0.491088	1.45918	0.660045	1.34306	1.37777	0.853854
1470	-546.5845	-560.4749	13.89039	0.0003351248	0.97235	0.0276499	0.5	0.5	1.43689	0.396695	1.18631	0.99674	0.417524	0.460398	1.44928	0.96771	1.25913	1.29167	1.13766
1475	-553.3172	-566.8435	13.52628	0.000347538	0.980504	0.0194964	0.5	0.5	1.15535	0.945951	0.953862	0.80144	0.335715	0.370189	1.71822	0.778098	1.01242	2.15734	0.771416
1480	-553.6464	-567.4657	13.81935	0.0003305391	0.970357	0.0296431	0.5	0.5	1.27942	1.04754	1.0563	0.887509	0.371769	0.409944	1.75468	0.60217	1.12114	1.61526	0.854261
1485	-548.7302	-562.3467	13.61659	0.0002767743	0.97186	0.0281396	0.5	0.5	1.40247	1.14829	1.15789	0.379293	0.407524	0.449371	1.45907	0.660084	1.22897	1.77061	0.93642
1490	-546.6862	-559.9767	13.29053	0.0002767743	0.976667	0.0233326	0.5	0.5	1.27022	0.592237	1.11765	0.366112	0.393361	0.433755	1.40837	0.988839	1.18626	2.33931	0.903878
1495	-551.5367	-564.8517	13.31502	0.000344272	0.978723	0.0212769	0.5	0.5	1.27659	0.595203	1.12325	0.367946	0.395332	0.435927	1.41542	0.993792	1.1922	2.29593	0.908405
1500	-553.447	-566.8024	13.3554	0.0003205796	0.975818	0.0241819	0.5	0.5	1.27053	0.592379	1.11792	0.3662	0.393456	0.433859	1.40871	0.989077	1.18655	2.22512	1.0162
1505	-545.1386	-558.338	13.19935	0.00026855	0.97747	0.0225295	0.5	0.5	1.87181	0.585792	1.10549	0.362128	0.389081	0.429035	0.899955	0.978079	1.17335	2.20038	1.0049
1510	-556.297	-569.4899	13.19286	0.0003334685	0.970882	0.0291185	0.5	0.5	1.87181	0.585792	1.10549	0.362128	0.389081	0.429035	0.899955	0.978079	1.17335	2.20038	1.0049
1515	-558.7407	-572.1843	13.44361	0.0002916436	0.975794	0.0242064	0.5	0.5	1.16572	0.667102	0.506781	0.412393	0.443086	0.679817	1.02487	1.11384	1.33622	2.5058	1.14438
1520	-564.417	-577.4963	13.07932	0.0003539945	0.974385	0.0256147	0.5	0.5	1.05669	0.604709	0.459383	0.743115	0.401646	0.616235	0.929017	1.00966	0.871039	3.27115	1.03735
1525	-550.0028	-563.8839	13.88111	0.0005031685	0.984185	0.015815	0.5	0.5	1.01678	0.58187	1.58901	0.715049	0.386476	0.592961	1.44666	0.978939	0.838141	1.85595	0.998171
1530	-550.643	-564.6112	13.96814	0.0003881711	0.963768	0.0362319	0.5	0.5	0.978292	0.872225	1.52887	0.687982	0.371847	0.570516	1.3919	0.941884	0.806415	1.88969	0.960388
1535	-553.4987	-567.3915	13.89288	0.0002627519	0.969781	0.030219	0.5	0.5	0.9108	0.81205	1.42339	0.640518	0.346193	0.531156	1.29587	0.876903	1.50967	1.75932	0.89413
1540	-542.4516	-556.2199	13.76827	0.0003128111	0.963497	0.036503	0.5	0.5	0.957075	0.853308	1.09717	0.451767	0.363782	0.558142	1.42266	0.921457	1.58638	1.8487	0.939559
1545	-548.837	-562.5521	13.71511	0.0003162863	0.96648	0.0335195	0.5	0.5	0.97249	0.689885	1.11484	0.459043	0.369642	0.567132	1.44557	0.936298	1.61193	1.87848	0.954691
1550	-554.4661	-568.4484	13.9824	0.0002135117	0.973398	0.0266025	0.5	0.5	1.06189	0.814164	1.21732	0.501242	0.403622	0.619267	1.27792	1.02237	0.988587	2.05116	1.04245
1555	-552.5131	-566.7533	14.24012	0.0003268584	0.974445	0.0255555	0.5	0.5	1.12055	0.859144	1.28458	0.528934	0.425921	0.65348	1.34852	1.07885	1.06683	1.53314	1.10005
1560	-539.4546	-553.6947	14.24012	0.0003268584	0.978047	0.0219529	0.5	0.5	1.12055	0.859144	1.28458	0.528934	0.425921	0.65348	1.34852	1.07885	1.06683	1.53314	1.10005
1565	-547.6125	-561.3566	13.7441	0.0003268584	0.974853	0.0251466	0.5	0.5	1.17198	0.861912	1.0612	0.435815	0.350937	0.538434	1.9841	0.88892	1.24785	1.36262	1.09624
1570	-547.2932	-560.8298	13.53666	0.0003417367	0.959924	0.0400758	0.5	0.5	1.10182	0.810317	0.997672	0.409727	0.32993	0.506203	1.86533	0.835708	1.75926	1.28105	1.10299
1575	-562.0226	-575.5049	13.48223	0.0004218821	0.968183	0.0318174	0.5	0.5	1.09713	0.806865	0.945895	0.407981	0.328524	0.504047	1.95177	0.832148	1.75176	1.2756	1.09829
1580	-548.213	-561.4833	13.27025	0.0003413901	0.978871	0.021129	0.5	0.5	1.20241	0.322502	1.03666	0.447132	0.380709	0.552416	1.62462	0.912002	1.91986	1.398	1.20368
1585	-554.628	-565.7576	11.12958	0.0004079724	0.981122	0.018878	0.5	0.5	0.960153	0.213822	1.47374	0.296453	0.252414	0.366257	2.40389	0.604667	0.781507	2.84905	0.798055
1590	-553.4906	-565.0653	11.57473	0.000336121	0.977798	0.0222023	0.5	0.5	0.972585	0.216591	1.49282	0.300291	0.255682	0.371	2.43501	0.612496	1.54095	1.99418	0.808388
1595	-569.3264	-581.6176	12.29128	0.0002100815	0.956848	0.0431518	0.5	0.5	0.864614	1.40672	1.32709	0.266955	0.227298	0.329813	2.16469	0.5445	1.36988	1.7728	0.725639
1600	-547.2596	-559.7493	12.48968	0.0002891723	0.972777	0.0272228	0.5	0.5	1.12268	0.637314	1.42631	0.187003	0.29514	0.428253	1.12651	0.726167	1.64493	2.30193	1.10376
1605	-553.424	-566.8893	13.4653	0.0003203156	0.955714	0.044286	0.5	0.5	1.13329	0.643337	1.43979	0.775769	0.297929	0.432301	1.13716	0.73303	0.969515	2.32369	1.11419
1610	-554.5078	-567.449	12.94123	0.0003252784	0.969708	0.0302925	0.5	0.5	1.05647	0.575908	1.19993	0.528466	0.277736	0.402999	2.16648	0.683344	0.9038	2.16619	1.03867
1615	-558.1402	-571.1142	12.97391	0.0003061062	0.982061	0.0179391	0.5	0.5	1.04354	0.568857	1.18525	0.521996	0.274336	0.407929	2.13996	0.674979	0.892736	2.06609	1.22433
1620	-555.7324	-568.966	13.23357	0.0003262711	0.985125	0.0148754	0.5	0.5	1.11022	0.605208	1.26098	0.555352	0.291866	0.433996	2.27754	0.674177	0.949782	1.53831	1.30257
1625	-553.627	-566.645	13.01798	0.0003458668	0.976337	0.0236629	0.5	0.5	1.04696	0.570721	1.73934	0.523707	0.275234	0.409266	2.14776	0.635761	0.895661	1.52725	1.22834
1630	-545.6648	-558.9661	13.30132	0.0003113749	0.977784	0.0222159	0.5	0.5	1.10059	0.593125	1.84173	0.554536	0.291437	0.433358	1.64584	0.673186	0.948386	1.61715	1.30065
1635	-543.9312	-556.8494	12.91823	0.0003353608	0.970435	0.0295647	0.5	0.5	0.855261	1.03512	1.43119	0.430924	0.226473	0.336758	1.63111	0.652047	1.51481	1.87558	1.01072
1640	-554.6461	-567.5434	12.89732	0.000266249	0.96643	0.0335696	0.5	0.5	1.29323	0.990435	1.3694	0.41232	0.216695	0.32222	1.56069	0.623897	1.44941	1.79461	0.967089
1645	-541.7789	-555.1011	13.32215	0.0003040959	0.971992	0.0280082	0.5	0.5	1.22326	0.93685	1.29532	0.390013	0.204972	0.827316	1.47626	0.590142	1.37099	1.77011	0.914767
1650	-546.9276	-560.0692	13.14161	0.0003112452	0.970831	0.0291689	0.5	0.5	1.25742	0.48981	1.33149	0.400903	0.210695	0.850417	1.51748	0.712346	1.40927	1.87986	0.940311
1655	-549.2241	-562.3666	13.14249	0.000233135	0.982415	0.0175846	0.5	0.5	1.25433	0.488604	1.35529	0.399916	0.210176	0.848324	1.51374	0.710592	1.40581	1.87523	0.937996
1660	-548.7334	-561.8862	13.15288	0.000233135	0.968833	0.0311667	0.5	0.5	1.26018	0.62642	1.36161	0.401783	0.211157	1.0089	1.52081	0.713909	1.41237	1.88398	0.598873
1665	-548.6177	-561.9528	13.33508	0.0002856103	0.978224	0.0217764	0.5	0.5	1.24052	0.616646	1.34037	0.567155	0.207863	0.993162	1.49708	0.702769	1.39033	1.85459	0.589528
1670	-544.7683	-557.9877	13.21936	0.0002856103	0.976966	0.0230341	0.5	0.5	1.09356	0.543593	1.18158	0.499965	0.183237	0.875504	1.31972	0.619514	1.29566	1.63488	1.7528
1675	-549.1423	-562.3634	13.22112	0.0002680234	0.958299	0.0417012	0.5	0.5	1.09356	0.543593	1.18158	0.499965	0.183237	0.875504	1.31972	0.619514	1.29566	1.63488	1.7528
1680	-543.0229	-556.3061	13.2832	0.0002680234	0.972914	0.0270861	0.5	0.5	1.29139	0.641937	0.962665	0.590416	0.216388	1.0339	1.55848	0.731592	1.53006	1.93065	0.512525
1685	-540.6133	-553.9825	13.36918	0.0003218462	0.987089	0.012911	0.5	0.5	1.25226	0.622484	1.36561	0.549849	0.209831	1.00257	1.51125	0.709423	1.26876	1.87215	0.635821
1690	-549.0401	-562.0238	12.98366	0.0003329478	0.980204	0.0197957	0.5	0.5	1.17309	0.583129	1.27927	0.515086	0.196565	0.939181	1.41571	0.664572	1.18854	2.44924	0.595622
1695	-549.4711	-562.82	13.34894	0.0003340454	0.978753	0.0212466	0.5	0.5	1.05874	0.629379	1.38073	0.555938	0.212155	0.895011	1.55237	0.717281	1.64397	1.71157	0.642863
1700	-549.9004	-562.1856	12.28515	0.0003828113	0.973529	0.0264707	0.5	0.5	1.14894	0.520722	1.14236	0.45996	0.175528	0.676852	1.48674	0.593448	2.95242	1.31114	0.531878
1705	-544.5833	-557.8534	13.2701	0.000293189	0.973269	0.0267307	0.5	0.5	1.47319	0.667674	1.46475	0.589765	0.225063	0.867866	1.90631	0.874937	0.567311	1.68116	0.681978
1710	-552.7252	-566.0907	13.3655	0.0003097234	0.976569	0.0234313	0.5	0.5	1.02895	0.689541	1.01664	0.767206	0.232434	0.693725	1.96874	1.57634	0.585891	1.73622	0.704314
1715	-547.7033	-561.3393	13.63601	0.0003172967	0.965535	0.0344652	0.5	0.5	1.01908	0.682927	1.00689	0.759848	0.335708	0.687072	1.94986	1.56122	0.580271	1.71957	0.697559
1720	-551.194	-564.9818	13.7878	0.0002586628	0.961292	0.0387075	0.5	0.5	1.01418	0.679644	0.904629	0.756195	0.334094	0.683768	1.94049	1.45513	0.577481	1.54422	1.11017
1725	-550.773	-564.7876	14.0146	0.0002586628	0.969552	0.0304483	0.5	0.5	0.945427	0.633568	1.46406	0.704929	0.311444	0.637413	1.16708	1.35648	1.30517	1.43953	1.03491
1730	-549.0258	-562.6205	13.59471	0.0002952296	0.972272	0.0277282	0.5	0.5	0.95821	0.57143	1.32047	0.635792	0.280899	0.574898	1.05261	1.22344	2.15049	1.29835	0.933408
1735	-545.7182	-559.7595	14.04123	0.0003380629	0.972	0.0280005	0.5	0.5	1.07139	0.638926	1.47644	0.71089	0.314078	0.642803	1.17694	1.36795	1.10521	1.4517	1.04366
1740	-549.3426	-563.5861	14.24348	0.0003380629	0.961749	0.0382509	0.5	0.5	1.21024	0.721728	0.980554	0.889149	0.398505	0.726108	1.32947	0.677047	1.24845	1.63984	1.17891
1745	-547.495	-561.7611	14.26613	0.0002201215	0.960639	0.0393614	0.5	0.5	1.14281	1.29442	0.925919	0.839607	0.376301	0.68565	1.2554	0.639323	1.17888	1.54847	1.11323
1750	-553.0262	-567.3308	14.30465	0.0003554805	0.974102	0.0258985	0.5	0.5	1.17892	1.04647	0.955181	0.866141	0.388193	0.707319	1.23629	0.659527	1.21614	1.5974	1.14841
1755	-548.4452	-562.3283	13.88309	0.000287021	0.964786	0.0352142	0.5	0.5	1.15523	0.587953	0.935981	0.848732	0.38039	0.693101	1.21145	0.646271	1.1917	2.22388	1.12532
1760	-545.2606	-558.9955	13.73484	0.0003520674	0.976762	0.0232378	0.5	0.5	1.14912	0.584847	1.25252	0.573534	0.378381	0.68944	1.20505	0.642857	1.1854	2.21213	1.12671
1765	-542.3605	-556.084	13.72356	0.0003093314	0.956359	0.0436413	0.5	0.5	1.14179	0.581112	1.31477	0.569871	0.375965	0.685038	1.19735	0.638752	1.17783	2.19801	1.11952
1770	-554.7938	-567.9337	13.13993	0.0004351104	0.979298	0.0207019	0.5	0.5	1.10974	0.502333	1.13653	0.492616	0.324996	0.59217	2.27079	0.552158	1.01816	1.90003	1.10048
1775	-553.3773	-566.4619	13.08454	0.0004324289	0.977633	0.0223665	0.5	0.5	1.13215	0.512477	0.840497	0.502564	0.333566	0.604128	2.41149	0.563309	1.03872	1.9384	1.12271
1780	-558.7221	-571.0611	12.33899	0.0003601091	0.966906	0.0330944	0.5	0.5	1.01842	0.460999	0.756068	0.452081	0.300059	0.543443	3.27421	0.506724	0.934378	1.74369	1.00993
1785	-541.4942	-554.7645	13.27037	0.0003601091	0.98125	0.0187503	0.5	0.5	1.17573	0.532207	0.872855	0.521912	0.346408	0.627386	2.50756	0.584995	1.07871	1.58631	1.16593
1790	-547.3732	-560.5511	13.17785	0.0002672753	0.968455	0.0315449	0.5	0.5	1.15806	0.524207	0.859734	0.514066	0.341201	0.617955	2.63522	0.576202	1.06249	1.56246	1.1484
1795	-544.2845	-557.8275	13.54303	0.0002570702	0.979635	0.0203645	0.5	0.5	1.22602	0.554972	0.910191	0.544236	0.361226	0.654222	2.1443	0.610018	1.12485	1.65416	1.2158
1800	-549.1841	-562.7776	13.59345	0.0003065431	0.968987	0.0310126	0.5	0.5	1.16732	0.528401	1.2707	0.640757	0.343931	0.622899	2.04164	0.580812	1.07099	1.57496	1.15759
1805	-554.1807	-567.6064	13.42579	0.0003076688	0.967889	0.0321107	0.5	0.5	1.12837	0.510768	1.2283	0.619375	0.332454	0.602114	1.97351	0.561431	1.03525	1.91644	1.09199
1810	-551.7318	-565.2342	13.50237	0.0003011713	0.957121	0.0428789	0.5	0.5	1.11246	0.503566	1.21097	0.610641	0.327766	0.748736	1.94568	0.553514	1.02066	1.88941	1.0766
1815	-548.0651	-561.5674	13.50237	0.0003011713	0.978268	0.0217322	0.5	0.5	1.11246	0.503566	1.21097	0.610641	0.327766	0.748736	1.94568	0.553514	1.02066	1.88941	1.0766
1820	-551.3809	-564.8299	13.44906	0.0003470009	0.962061	0.0379393	0.5	0.5	1.0217	0.462483	1.11218	0.560823	0.301026	1.10292	1.78694	0.508356	1.41954	1.73527	0.988764
1825	-552.2542	-563.9993	11.74509	0.0003710024	0.978431	0.0215689	0.5	0.5	0.732515	0.33158	1.97187	0.402086	0.215822	0.885898	1.35162	0.364469	1.01775	3.01749	0.708901
1830	-550.0084	-561.8226	11.81427	0.0003710024	0.984761	0.0152394	0.5	0.5	0.739482	0.334734	1.99062	0.40591	0.217875	0.894323	1.36447	0.367936	1.02743	2.94157	0.715643
1835	-545.9649	-557.8292	11.86423	0.0003088811	0.973997	0.0260028	0.5	0.5	0.737676	0.333916	1.98576	0.404919	0.217343	0.892139	1.36114	0.393909	1.02492	2.93439	0.713895
1840	-558.277	-571.5971	13.3201	0.0003088811	0.951706	0.0482944	0.5	0.5	0.803038	0.645198	2.16171	0.420784	0.236601	0.971187	1.48174	0.77178	0.918203	1.19723	1.39252
1845	-563.0847	-576.4665	13.38176	0.000318366	0.965114	0.0348858	0.5	0.5	0.844773	0.67873	2.27406	0.442652	0.248897	1.02166	1.55875	0.81189	0.965923	1.25945	0.893211
1850	-542.0671	-555.8407	13.77362	0.0003721416	0.985257	0.0147433	0.5	0.5	0.869987	0.698988	1.08053	0.455864	0.256326	1.05215	1.60528	1.34932	0.994753	1.20361	1.43318
1855	-550.0877	-563.7443	13.65661	0.0002807778	0.973468	0.0265321	0.5	0.5	1.6768	0.657484	1.01637	0.428796	0.241106	0.91472	1.41206	1.2692	0.935686	1.13214	1.31564
1860	-558.5534	-571.9272	13.37379	0.0002296016	0.958367	0.0416327	0.5	0.5	1.51564	0.594293	0.918686	0.387584	0.217933	1.88402	1.27634	1.14722	0.845757	1.02333	1.18919
1865	-557.0935	-570.7429	13.64946	0.0003666354	0.960077	0.0399227	0.5	0.5	1.6742	0.656464	1.01479	0.428131	0.240732	0.930357	1.40987	1.26724	0.934236	1.13039	1.3136
1870	-550.0611	-563.9017	13.84061	0.0002198947	0.973883	0.0261173	0.5	0.5	0.89728	0.711153	1.09933	0.463798	0.260787	1.00786	1.52732	1.37281	1.01207	1.22456	1.42303
1875	-549.8941	-563.6388	13.74469	0.0003676465	0.97869	0.02131	0.5	0.5	1.57812	0.699451	1.08124	0.456166	0.256496	0.991279	1.50219	0.835624	0.995412	1.20441	1.39962
1880	-556.9842	-570.3355	13.35132	0.0003372326	0.977046	0.0229541	0.5	0.5	1.32971	0.647134	0.91105	0.384363	0.216122	1.32367	1.71718	0.704092	1.57254	1.01483	1.17931
1885	-542.8507	-556.3099	13.45924	0.0003419892	0.980702	0.0192977	0.5	0.5	1.46693	0.485615	1.00507	0.424028	0.238425	1.46028	1.24922	0.776753	1.50191	1.09076	1.30101
1890	-549.5873	-563.1317	13.54441	0.0003061171	0.959344	0.0406557	0.5	0.5	1.43734	0.494307	0.984793	0.415474	0.262433	1.43082	1.22402	0.761083	1.47161	1.24336	1.27476
1895	-545.8661	-559.616	13.74996	0.0003014024	0.971326	0.0286738	0.5	0.5	1.52321	1.02266	1.04362	0.440294	0.27811	0.628208	1.29714	0.806549	1.55953	1.31763	1.08305
1900	-553.8118	-567.3873	13.57549	0.0003014024	0.979236	0.0207643	0.5	0.5	1.94592	0.630709	1.04801	0.442146	0.27928	0.630851	1.3026	1.33568	1.07939	1.32318	0.982251
1905	-553.2859	-567.0054	13.71953	0.0002444463	0.966902	0.0330979	0.5	0.5	2.01363	0.652656	1.08448	0.858652	0.288998	0.736481	1.34792	0.514586	1.11695	1.36922	1.01643
1910	-542.7709	-556.6594	13.8885	0.0003683341	0.982769	0.0172314	0.5	0.5	1.94408	0.630112	1.04702	0.828993	0.279016	0.711043	1.30136	0.876762	1.07837	1.32192	0.981322
1915	-557.7291	-571.7628	14.03369	0.0003695033	0.962461	0.0375385	0.5	0.5	1.35153	0.646095	1.44784	0.85002	0.274682	0.729078	1.33437	0.899	1.10572	1.35545	1.00621
1920	-549.9137	-563.8624	13.9487	0.0003051505	0.977867	0.022133	0.5	0.5	1.39672	0.667698	1.49625	0.878442	0.283867	0.753456	1.37899	0.625909	1.07804	1.40078	1.03986
1925	-550.1727	-564.2182	14.04547	0.0003315177	0.972579	0.0274207	0.5	0.5	1.31541	0.820515	1.40915	0.827305	0.267342	1.2123	1.24467	0.589472	1.01528	1.31923	0.979323
1930	-554.1675	-568.0201	13.85262	0.0002615397	0.974268	0.0257318	0.5	0.5	1.24373	0.775804	1.51113	0.782224	0.252774	1.14624	1.17684	0.557351	0.95996	1.66798	0.925958
1935	-549.9865	-563.4633	13.47681	0.0002659195	0.971512	0.0284882	0.5	0.5	1.145	0.706288	1.37573	0.712132	0.230124	1.04353	2.04434	0.507409	0.873942	1.51852	0.842987
1940	-547.1202	-560.6715	13.55132	0.0004362345	0.975594	0.0244056	0.5	0.5	1.17156	0.722668	1.04668	0.834482	0.235461	1.06774	2.09175	0.519177	0.894211	1.55374	0.862538
1945	-547.8315	-560.8588	13.02721	0.000357159	0.984736	0.0152636	0.5	0.5	1.08188	0.667348	1.26152	0.322851	0.385902	0.986	1.73088	0.447415	0.825759	2.49395	0.79651
1950	-551.0499	-564.8957	13.84579	0.0002712361	0.956109	0.0438913	0.5	0.5	1.24556	0.768313	1.45237	0.371697	0.444286	1.13517	1.5275	0.56895	0.95069	1.61845	0.917016
1955	-551.5791	-565.3735	13.79434	0.000288039	0.958094	0.0419058	0.5	0.5	1.16883	0.781482	1.02502	0.378068	0.451901	1.15463	1.91546	0.578702	0.966985	1.64619	0.932735
1960	-550.4606	-564.2027	13.74205	0.0002826938	0.969779	0.0302211	0.5	0.5	1.18847	0.794615	1.04225	0.384421	0.459495	1.17404	1.94765	0.588427	0.758252	1.71398	0.948409
1965	-549.6007	-563.1059	13.50521	0.000342977	0.980879	0.0191209	0.5	0.5	1.14219	0.763675	1.00167	0.369453	0.441604	1.12832	2.30012	0.565515	0.728728	1.64725	0.911481
